userId,first_name,last_name,address,city,state,post,phone,email,username,password,category1,category2,category3,category4,category5,category6,category7,category8
26,Linsey,Gedman,1529 Prince Rodgers Ave,Kennedy,QL,4816,07-4785-3781,lgedman@gedman.net.au,Linsey,Linsey,0.236751535,0.04301642,0.888319594,0.129405854,0.015667068,0.743312277,0.443507207,0.78920774
27,Laura,Bourbonnais,2 N Valley Mills Dr,Cape Portland,TA,7264,03-6543-6688,laura.bourbonnais@yahoo.com,Laura,Laura,0.201659231,0.167642497,0.864319831,0.273656856,0.692286333,0.051806952,0.180700169,0.596832042
28,Fanny,Stoneking,50968 Kurtz St #45,Warra,QL,4411,07-3721-9123,fstoneking@hotmail.com,Fanny,Fanny,0.513590608,0.592604917,0.308975285,0.922700849,0.819967897,0.08936196,0.761159797,0.274189478
29,Kristian,Ellerbusch,71585 S Ayon Ave #9,Wanguri,NT,810,08-2748-1250,kristian@yahoo.com,Kristian,Kristian,0.633933589,0.334741473,0.10923632,0.898000373,0.637672106,0.355456908,0.723927498,0.755018726
30,Gwen,Julye,8 Old County Rd #3,Alvie,VI,3249,03-7063-6734,gjulye@hotmail.com,Gwen,Gwen,0.182153781,0.879891561,0.269028956,0.276509397,0.022560858,0.704396162,0.757439537,0.189844866
31,Ben,Majorga,13904 S 35th St,Wherrol Flat,NS,2429,02-8171-9051,ben.majorga@hotmail.com,Ben,Ben,0.876118639,0.910877218,0.146153308,0.029010232,0.505597919,0.30762245,0.76128955,0.554327458
32,Trina,Oto,6149 Kapiolani Blvd #6,Placid Hills,QL,4343,07-1153-8567,trina@oto.com.au,Trina,Trina,0.825085129,0.038636479,0.441713541,0.960517437,0.193013701,0.964583653,0.455981553,0.972439458
33,Emelda,Geffers,95431 34th Ave #62,Nedlands,WA,6909,08-7097-3947,emelda.geffers@gmail.com,Emelda,Emelda,0.979117724,0.595035212,0.169352326,0.315769433,0.431230125,0.696769566,0.82800425,0.783200108
34,Zana,Ploszaj,25 Swift Ave,Auchenflower,QL,4066,07-7991-8880,zana_ploszaj@ploszaj.net.au,Zana,Zana,0.100542524,0.105182754,0.547513434,0.726611583,0.251358394,0.218593326,0.88719051,0.671247436
35,Shaun,Rael,14304 Old Alexandria Ferry Rd,Buninyong,VI,3357,03-8998-5485,shaun.rael@rael.com.au,Shaun,Shaun,0.265014523,0.559703952,0.523499078,0.931031509,0.907069346,0.871373937,0.621532577,0.424614299
36,Oren,Lobosco,1585 Salem Church Rd #59,Dangar Island,NS,2083,02-5046-1307,olobosco@hotmail.com,Oren,Oren,0.142577673,0.73527255,0.24380912,0.292181104,0.80674398,0.021564085,0.977411327,0.202737005
37,Catherin,Aguele,75962 E Drinker St,Sunny Nook,QL,4605,07-6476-1399,caguele@gmail.com,Catherin,Catherin,0.528422158,0.662109819,0.165049728,0.853086226,0.967486168,0.067333718,0.925745265,0.468837709
38,Pearlene,Boudrie,8978 W Henrietta Rd,Minden,QL,4311,07-4463-7223,pboudrie@boudrie.net.au,Pearlene,Pearlene,0.36375392,0.773822108,0.811991065,0.154284698,0.996230094,0.318914353,0.502424618,0.304563285
39,Kathryn,Bonalumi,86 Worth St #272,Tibradden,WA,6532,08-3071-2258,kathryn.bonalumi@yahoo.com,Kathryn,Kathryn,0.349161416,0.243853042,0.790618334,0.837596346,0.656655283,0.844728331,0.696353857,0.761577524
40,Suzan,Landa,15 Campville Rd #191,Clermont,QL,4721,07-1576-1412,suzan.landa@gmail.com,Suzan,Suzan,0.51272604,0.10868762,0.673231786,0.518054919,0.722914321,0.938216296,0.225837558,0.152015618
41,Sommer,Agar,3 N Ridge Ave,Kadina,SA,5554,08-9130-3372,sagar@agar.net.au,Sommer,Sommer,0.570220316,0.33022273,0.442537687,0.251809617,0.927927749,0.474752973,0.095179382,0.348596841
42,Keena,Rebich,3713 Poway Rd,Sawtell,NS,2452,02-4972-3570,krebich@rebich.net.au,Keena,Keena,0.04884623,0.079061502,0.469283064,0.016110341,0.443194054,0.708178546,0.689721105,0.976838475
43,Rupert,Hinkson,1 E 17th St,East Gosford,NS,2250,02-7160-2066,rupert_hinkson@hinkson.net.au,Rupert,Rupert,0.2819849,0.958109672,0.325910661,0.785519206,0.27672976,0.144724844,0.917639661,0.287314449
44,Aleta,Poarch,5 Liberty Ave,Fosterville,VI,3557,03-2691-1298,apoarch@gmail.com,Aleta,Aleta,0.501058506,0.131839459,0.450683819,0.202711945,0.312799348,0.685428428,0.157994512,0.698784551
45,Jamal,Korczynski,404 Broxton Ave,Bateau Bay,NS,2261,02-3877-9654,jamal_korczynski@gmail.com,Jamal,Jamal,0.713874383,0.506348602,0.613941337,0.345425834,0.264586045,0.071242778,0.011044059,0.125402845
46,Luz,Broccoli,4 S Main St #285,Glenmoral,QL,4719,07-2679-1774,luz_broccoli@hotmail.com,Luz,Luz,0.642021061,0.335758514,0.96155765,0.101624612,0.292231764,0.748261487,0.847651481,0.908170594
47,Janessa,Ruthers,1255 W Passaic St #1553,Bolivia,NS,2372,02-2367-6845,janessa@yahoo.com,Janessa,Janessa,0.740926132,0.542269456,0.804283999,0.332867851,0.003309873,0.704003826,0.372261622,0.782906048
48,Lavonne,Esco,377 Excalibur Dr,East Melbourne,VI,3002,03-3474-2120,lavonne.esco@yahoo.com,Lavonne,Lavonne,0.489718018,0.28833707,0.443085081,0.861479035,0.271226879,0.285822728,0.530101422,0.365529189
49,Honey,Lymaster,7 Wilshire Blvd,Taringa,QL,4068,07-8087-2603,honey_lymaster@lymaster.net.au,Honey,Honey,0.940634948,0.953608445,0.325624616,0.434963152,0.141241589,0.547192386,0.057072482,0.231425291
50,Jean,Cecchinato,7 Hugh Wallis Rd,Koolan Island,WA,6733,08-5263-2786,jean.cecchinato@gmail.com,Jean,Jean,0.559458554,0.058567083,0.063600316,0.243888502,0.907015494,0.69732392,0.748890594,0.280087631
51,Katlyn,Flitcroft,7177 E 14th St,Maleny,QL,4552,07-1778-9968,kflitcroft@hotmail.com,Katlyn,Katlyn,0.896306232,0.227834642,0.817568081,0.235393476,0.601232698,0.813248032,0.020972586,0.328890964
52,Cassie,Soros,67765 W 11th St,Yelverton,WA,6280,08-2666-6390,csoros@gmail.com,Cassie,Cassie,0.171391723,0.9187002,0.562721206,0.97601804,0.869806152,0.106156161,0.673078563,0.472721379
53,Rolf,Gene,99968 Merced St #79,Flinders,NS,2529,02-4458-2810,rolf_gene@gene.com.au,Rolf,Rolf,0.070269004,0.802012103,0.286622244,0.853994438,0.827408129,0.240234115,0.775093302,0.966603436
54,Darnell,Moothart,40 E 19th Ave,Empire Bay,NS,2257,02-3996-9188,darnell_moothart@yahoo.com,Darnell,Darnell,0.010654347,0.329446557,0.183971096,0.453509523,0.376196531,0.740488603,0.757082854,0.425579037
55,Cherilyn,Fraize,84826 Plaza Dr,Rose Bay North,NS,2030,02-4873-1914,cherilyn_fraize@fraize.net.au,Cherilyn,Cherilyn,0.905424274,0.628488787,0.377348309,0.689331794,0.620637847,0.129885779,0.41156526,0.92291274
56,Lynda,Lazzaro,20214 W Main St,Macks Creek,VI,3971,03-4933-4205,lynda.lazzaro@gmail.com,Lynda,Lynda,0.067448652,0.79907757,0.824306374,0.075433489,0.704491482,0.259104163,0.513574711,0.224191481
57,Leigha,Capelli,8039 Howard Ave,East Toowoomba,QL,4350,07-4823-9785,leigha.capelli@capelli.com.au,Leigha,Leigha,0.43237648,0.651439273,0.248686834,0.500842026,0.429979527,0.719381934,0.874368336,0.603554143
58,Delfina,Binnie,8 Austin Bluffs Pky,Bimbijy,WA,6472,08-3692-5784,delfina_binnie@binnie.net.au,Delfina,Delfina,0.619692558,0.453589006,0.149464021,0.491365,0.096634904,0.731872655,0.971189016,0.788024819
59,Carlota,Gephardt,96605 Pioneer Rd,Kundabung,NS,2441,02-5078-4389,carlota.gephardt@gephardt.com.au,Carlota,Carlota,0.047502245,0.742404716,0.837760948,0.291782103,0.659694056,0.660233717,0.474277143,0.050124119
60,Alida,Helger,6 Hope Rd #10,Pinnacle,QL,4741,07-1642-3251,alida@helger.com.au,Alida,Alida,0.733403927,0.146994726,0.096690723,0.153146601,0.489364857,0.685548846,0.344197142,0.639629445
61,Donte,Resureccion,65898 E St Nw,Watsonville,QL,4887,07-2373-6048,donte.resureccion@yahoo.com,Donte,Donte,0.176917279,0.073180039,0.137182034,0.692556531,0.448945558,0.503039289,0.478467511,0.788704059
62,Lou,Kriner,39 Broad St,Seaforth,NS,2092,02-7328-3350,lou.kriner@hotmail.com,Lou,Lou,0.712171139,0.698085148,0.89278951,0.603910723,0.891074692,0.573412906,0.061228418,0.841858472
63,Dortha,Vrieze,654 Seguine Ave,White Hills,TA,7258,03-1981-6209,dortha@vrieze.net.au,Dortha,Dortha,0.234015472,0.966282856,0.216375836,0.18565184,0.096961558,0.570620144,0.238605281,0.127698844
64,Genevive,Sanborn,78 31st St,Bellangry,NS,2446,02-6246-5711,genevive@hotmail.com,Genevive,Genevive,0.563112385,0.61338219,0.332715672,0.414123339,0.867314876,0.119597832,0.555769487,0.688404892
65,Alease,Strawbridge,35673 Annapolis Rd #190,Ascot,QL,4359,07-3760-1546,alease_strawbridge@strawbridge.com.au,Alease,Alease,0.208216379,0.901919862,0.604201392,0.502610188,0.856254472,0.101937032,0.766500548,0.586107425
66,Veda,Mishkin,98247 Russell Blvd,Stafford Heights,QL,4053,07-6034-2422,veda.mishkin@mishkin.com.au,Veda,Veda,0.157841451,0.712664971,0.158952852,0.208744763,0.444240224,0.11218691,0.635046189,0.434887891
67,Craig,Vandersloot,3 S Willow St #82,Bygalorie,NS,2669,02-5487-7528,craig_vandersloot@yahoo.com,Craig,Craig,0.497227186,0.34306457,0.746174544,0.84880517,0.892257995,0.249419651,0.732767142,0.35696199
68,Lauran,Tovmasyan,199 Maple Ave,Boolaroo,NS,2284,02-2546-5344,ltovmasyan@tovmasyan.net.au,Lauran,Lauran,0.611986752,0.876374151,0.984082986,0.697707139,0.903080728,0.218977271,0.605597652,0.140345697
69,Aaron,Kloska,423 S Navajo St #56,Brookhill,QL,4816,07-9896-4827,aaron_kloska@kloska.net.au,Aaron,Aaron,0.224203771,0.48067361,0.160210935,0.332717973,0.947001071,0.229138199,0.384727318,0.142485236
70,Francene,Skursky,5 30w W #3083,Hillston,NS,2675,02-5941-3178,francene.skursky@skursky.net.au,Francene,Francene,0.457198687,0.304402384,0.848172869,0.668365587,0.738232043,0.679871432,0.278829662,0.60062004
71,Zena,Daria,57245 W Union Blvd #25,Ivanhoe East,VI,3079,03-2822-8156,zdaria@gmail.com,Zena,Zena,0.368453866,0.408051296,0.670103651,0.101778235,0.424088195,0.343885263,0.49149296,0.640293052
72,Brigette,Breckenstein,971 Northwest Blvd,Caniambo,VI,3630,03-5722-3451,brigette@breckenstein.com.au,Brigette,Brigette,0.158620855,0.641463144,0.6948311,0.07378581,0.485286919,0.459442033,0.18763672,0.78971041
73,Jeniffer,Jezek,1089 Pacific Coast Hwy,Myrniong,VI,3341,03-3268-5102,jeniffer@gmail.com,Jeniffer,Jeniffer,0.340776008,0.429672208,0.497676426,0.458770266,0.300127999,0.775744041,0.342564438,0.732069611
74,Selma,Elm,6787 Emerson St,Woolamai,VI,3995,03-9183-9493,selm@elm.net.au,Selma,Selma,0.655457071,0.425842949,0.011860547,0.436264214,0.854421516,0.769767515,0.625481595,0.878057571
75,Elenora,Handler,8 Middletown Blvd #708,Wardering,WA,6311,08-5671-3318,ehandler@yahoo.com,Elenora,Elenora,0.534623113,0.516460826,0.090720718,0.988512962,0.082259046,0.005346506,0.886324297,0.949457697
76,Nadine,Okojie,56 Tank Farm Rd,Kukerin,WA,6352,08-9746-2341,nadine.okojie@okojie.com.au,Nadine,Nadine,0.71375084,0.509309258,0.769876064,0.083400663,0.882250628,0.904148167,0.391011698,0.344811336
77,Kristin,Shiflet,503 Fulford Ave,Somers,VI,3927,03-4529-7210,kristin@hotmail.com,Kristin,Kristin,0.492961399,0.457958907,0.064362433,0.705504175,0.08969686,0.976009529,0.715159474,0.21476109
78,Melinda,Fellhauer,8275 Calle De Industrias,Wayatinah,TA,7140,03-4387-3800,melinda_fellhauer@fellhauer.com.au,Melinda,Melinda,0.255256508,0.152490735,0.572173669,0.939425026,0.215405124,0.889988291,0.26013635,0.258468117
79,Kirby,Litherland,92 South St,Alligator Creek,QL,4740,07-5284-3845,kirby.litherland@hotmail.com,Kirby,Kirby,0.913848214,0.745515423,0.740366182,0.430006998,0.703043811,0.495522955,0.116398146,0.029904782
80,Kent,Ivans,56710 Euclid Ave,Camp Mountain,QL,4520,07-8661-4016,kent_ivans@yahoo.com,Kent,Kent,0.469814653,0.884110788,0.536891115,0.872753945,0.247454889,0.847955848,0.386777969,0.658098513
81,Dan,Platz,5210 E Airy St #2,Brandy Creek,QL,4800,07-4306-1623,dan_platz@hotmail.com,Dan,Dan,0.65816882,0.035684022,0.688935615,0.766888176,0.549273117,0.438668857,0.69880909,0.896703605
82,Millie,Pirkl,31 Schuyler Ave,Sovereign Hill,VI,3350,03-6023-2680,millie_pirkl@gmail.com,Millie,Millie,0.92074512,0.806259877,0.138875726,0.591608322,0.303578703,0.447434841,0.386189914,0.169405048
83,Moira,Qadir,661 Plummer St #963,Arno Bay,SA,5603,08-7687-4883,moira.qadir@gmail.com,Moira,Moira,0.606234532,0.929819241,0.087534856,0.948108237,0.261590476,0.76263222,0.321461422,0.794679866
84,Reta,Qazi,1351 Simpson St,Maffra,VI,3860,03-1974-9948,reta.qazi@yahoo.com,Reta,Reta,0.853840188,0.77088133,0.391550034,0.5656085,0.203911346,0.477483114,0.670433653,0.978466813
85,Brittney,Lolley,2391 Pacific Blvd,Ulverstone,TA,7315,03-4072-7094,brittney@lolley.net.au,Brittney,Brittney,0.090778759,0.500951144,0.738487723,0.790259765,0.886943714,0.969758999,0.142818842,0.902881592
86,Leandro,Bolka,1886 2nd Ave,Wattle Hill,TA,7172,03-8157-4609,leandro_bolka@hotmail.com,Leandro,Leandro,0.919824039,0.358629514,0.630098908,0.035859915,0.84570917,0.236333463,0.310101194,0.387559614
87,Edison,Sumera,52404 S Clinton Ave,Bower,SA,5374,08-9114-1763,edison.sumera@sumera.net.au,Edison,Edison,0.53359866,0.218608686,0.833483905,0.639102538,0.968059861,0.136087717,0.552717751,0.438046567
88,Breana,Cassi,405 W Lee St,Stonehaven,VI,3221,03-2305-8627,breana@yahoo.com,Breana,Breana,0.138144067,0.482761759,0.572702704,0.097784091,0.649842117,0.364908387,0.969369595,0.486682831
89,Jarvis,Nicols,5656 N Fiesta Blvd,East Newdegate,WA,6355,08-2117-5217,jarvis@gmail.com,Jarvis,Jarvis,0.702621563,0.872997055,0.44144901,0.461227603,0.002034285,0.796823959,0.964381234,0.929087047
90,Felicitas,Orlinski,9 Beverly Rd #5,Emerald,VI,3782,03-2451-1896,felicitas_orlinski@orlinski.com.au,Felicitas,Felicitas,0.584865016,0.571460393,0.15899967,0.44945534,0.2271315,0.297912623,0.913957989,0.611193521
91,Geraldine,Neisius,96 Armitage Ave,Katunga,VI,3640,03-8243-2999,geraldine@gmail.com,Geraldine,Geraldine,0.799343409,0.533942936,0.385573174,0.212804914,0.572908605,0.110066596,0.747746974,0.545338897
92,Alfred,Pacleb,523 N Prince St,Willunga,SA,5172,08-9450-7978,alfred@pacleb.net.au,Alfred,Alfred,0.85945715,0.79458645,0.245445281,0.026494507,0.007765882,0.82042249,0.313107134,0.134757392
93,Leatha,Block,6926 Orange Ave,Two Rocks,WA,6037,08-7635-8350,leatha_block@gmail.com,Leatha,Leatha,0.817936886,0.333251202,0.13171188,0.910873137,0.568249676,0.719867633,0.907172596,0.848003431
94,Jacquelyne,Rosso,6940 Prospect Pl,Caldwell,NS,2710,02-4565-6425,jacquelyne.rosso@yahoo.com,Jacquelyne,Jacquelyne,0.660875359,0.609961847,0.668565024,0.199234351,0.849430484,0.880363227,0.951882933,0.811848052
95,Jonelle,Epps,52347 San Fernando Rd,Coppabella,QL,4741,07-8085-8351,jepps@hotmail.com,Jonelle,Jonelle,0.973713067,0.204999889,0.881397816,0.685543222,0.554479566,0.894213604,0.407969982,0.126210644
96,Rosamond,Amlin,5399 Mcwhorter Rd,Calala,NS,2340,02-8007-5034,rosamond.amlin@gmail.com,Rosamond,Rosamond,0.091646414,0.60349998,0.402011035,0.706767746,0.387538253,0.687390707,0.201546279,0.341553559
97,Johnson,Mcenery,7 Hall St,Nambucca Heads,NS,2448,02-1718-4983,johnson@gmail.com,Johnson,Johnson,0.301599199,0.330157475,0.231921008,0.228743211,0.275895275,0.307366205,0.81427679,0.892553429
98,Elliot,Scatton,5 W Allen St,Mccullys Gap,NS,2333,02-3647-9507,elliot.scatton@hotmail.com,Elliot,Elliot,0.769709774,0.782969733,0.916238435,0.586728247,0.961942985,0.813328811,0.942537866,0.206251764
99,Gerri,Perra,15126 Goldenwest St,Toowoomba South,QL,4350,07-6019-7861,gerri@yahoo.com,Gerri,Gerri,0.200492121,0.683571681,0.206825321,0.364911196,0.674856535,0.538006671,0.851611273,0.595718797
100,Rosendo,Jelsma,94 I 55s S,Applecross,WA,6953,08-7712-4785,rosendo_jelsma@hotmail.com,Rosendo,Rosendo,0.916399704,0.689365329,0.013257031,0.177047233,0.280540159,0.377788663,0.090591232,0.346962747
101,Eveline,Brickhouse,288 N 168th Ave #266,Camberwell West,VI,3124,03-9517-9800,eveline@yahoo.com,Eveline,Eveline,0.340522786,0.201106053,0.059163301,0.619610543,0.036707238,0.876259178,0.431251814,0.399988649
102,Laurene,Bennett,5 Richmond Ct,North Perth,WA,6906,08-2969-2908,laurene_bennett@gmail.com,Laurene,Laurene,0.991843157,0.991187918,0.03109464,0.09134987,0.764199956,0.364106932,0.139388669,0.677628894
103,Tegan,Ebershoff,28 Aaronwood Ave Ne,Coombell,NS,2470,02-6604-9720,tegan_ebershoff@hotmail.com,Tegan,Tegan,0.644938408,0.104066876,0.558981557,0.691465494,0.31577265,0.816988552,0.44787428,0.994530353
104,Tracie,Huro,39701 6th Ave #1485,Pacific Heights,QL,4703,07-1951-6787,thuro@gmail.com,Tracie,Tracie,0.377778439,0.286337195,0.500476645,0.726935003,0.363081898,0.990415359,0.691905263,0.532925102
105,Mertie,Kazeck,35662 S University Blvd,Guildford,WA,6935,08-5475-6162,mertie.kazeck@kazeck.com.au,Mertie,Mertie,0.712028472,0.043289346,0.30766522,0.36290448,0.167092283,0.680631,0.5962835,0.541722522
106,Clare,Bortignon,73 Dennison St #70,Herron,WA,6210,08-9256-6135,clare_bortignon@hotmail.com,Clare,Clare,0.313993418,0.895878518,0.151127672,0.559231085,0.127751415,0.918698262,0.095536677,0.730769086
107,Rebeca,Baley,9591 Bayshore Rd #637,Mirrool,NS,2665,02-7049-7728,rebeca_baley@hotmail.com,Rebeca,Rebeca,0.591825246,0.866029456,0.136167575,0.721724505,0.804713785,0.721534829,0.060648448,0.482248872
108,Nilsa,Pawell,57 N Weinbach Ave,Bundaberg West,QL,4670,07-8997-8513,npawell@pawell.net.au,Nilsa,Nilsa,0.376071827,0.567723331,0.743049449,0.58921648,0.663013875,0.856258494,0.822627488,0.695669932
109,Samuel,Arellanes,286 Santa Rosa Ave,Lane Cove,NS,1595,02-7995-6787,samuel.arellanes@arellanes.net.au,Samuel,Samuel,0.510778867,0.117827916,0.133002653,0.457127883,0.379808152,0.202164301,0.547266973,0.133375374
110,Ivette,Servantes,446 Woodward Ave #1,Reservoir,VI,3073,03-9801-9429,ivette_servantes@servantes.com.au,Ivette,Ivette,0.444654827,0.243208081,0.565406168,0.858181106,0.628905175,0.720300175,0.402759364,0.81130351
111,Merrilee,Fajen,1 Jenks Ave,Upper Kedron,QL,4055,07-9104-1459,merrilee@fajen.net.au,Merrilee,Merrilee,0.914877114,0.99891345,0.488039198,0.627630319,0.344112625,0.602279507,0.660738206,0.088757558
112,Gianna,Eilers,7 Valley Blvd,Buchan,VI,3885,03-4328-5253,gianna@yahoo.com,Gianna,Gianna,0.288989136,0.545724126,0.182754719,0.957751272,0.597972853,0.762175771,0.211011453,0.376651169
113,Hyman,Phinazee,42741 Anania Dr,Beltana,SA,5730,08-5756-9456,hphinazee@yahoo.com,Hyman,Hyman,0.96059619,0.601696611,0.210073751,0.031053631,0.709100039,0.470497834,0.362832633,0.455631874
114,Buck,Pascucci,5 Shakespeare Ave,Kingswood,SA,5062,08-9279-1731,buck@yahoo.com,Buck,Buck,0.407365519,0.841238944,0.116324524,0.158322124,0.905694226,0.897195932,0.492024019,0.699376359
115,Kenny,Leicht,245 5th Ave,Nicholls Rivulet,TA,7112,03-6240-8274,kenny@leicht.com.au,Kenny,Kenny,0.364604394,0.329185226,0.332101788,0.982821241,0.159064276,0.652989883,0.354564179,0.519510792
116,Tabetha,Bai,2 Gateway Ctr,Upper Mount Gravatt,QL,4122,07-6813-6477,tabetha.bai@gmail.com,Tabetha,Tabetha,0.817636781,0.771750645,0.134434825,0.912358041,0.603014451,0.838409924,0.780978649,0.624961559
117,Alonso,Popper,3175 Northwestern Hwy,Ridgley,TA,7321,03-7036-7071,alonso_popper@hotmail.com,Alonso,Alonso,0.713455982,0.282002912,0.394298764,0.87681037,0.164410397,0.331563234,0.968341616,0.800065778
118,Alonzo,Polek,8 S Plaza Dr,Tubbut,VI,3888,03-2403-7167,alonzo_polek@polek.net.au,Alonzo,Alonzo,0.343206026,0.481420406,0.286226675,0.661807941,0.282718591,0.2016677,0.287289371,0.765243139
119,Son,Magnotta,8 Collins Ave,Collingullie,NS,2650,02-2376-7653,son.magnotta@magnotta.net.au,Son,Son,0.025779886,0.162355964,0.101100873,0.689448012,0.488517115,0.976310045,0.315312624,0.896480647
120,Jesusita,Druck,9526 Lincoln St,Munno Para,SA,5115,08-3605-3943,jesusita@druck.net.au,Jesusita,Jesusita,0.319467096,0.108445062,0.603962077,0.582282914,0.660331582,0.00659359,0.076563127,0.554001226
